enrolled_days,absence_date,student_id,school_id,type,grade,export_date
47,10/10/2017,100037,1098,UA,2,1-Dec-17
47,9/25/2017,100037,1098,UA,2,1-Dec-17
47,10/26/2017,100037,1098,UA,2,1-Dec-17
47,11/2/2017,100037,1098,UA,2,1-Dec-17
47,11/9/2017,100037,1098,UA,2,1-Dec-17
47,10/10/2017,100038,1061,UA,6,1-Dec-17
47,11/6/2017,100038,1061,UA,6,1-Dec-17
47,9/20/2017,100038,1061,UA,6,1-Dec-17
47,9/19/2017,100038,1061,OSS,6,1-Dec-17
47,10/16/2017,100039,1068,EA,3,1-Dec-17
47,11/1/2017,100040,1061,UA,3,1-Dec-17
47,10/12/2017,100041,1061,UA,9,1-Dec-17
47,9/27/2017,100042,1023,UA,3,1-Dec-17
44,9/15/2017,100043,1164,UA,10,1-Dec-17
44,9/12/2017,100043,1164,UA,10,1-Dec-17
44,9/25/2017,100043,1164,UA,10,1-Dec-17
44,9/28/2017,100043,1164,UA,10,1-Dec-17
44,10/9/2017,100043,1164,UA,10,1-Dec-17
44,10/11/2017,100043,1164,UA,10,1-Dec-17
44,10/17/2017,100043,1164,UA,10,1-Dec-17
44,10/27/2017,100043,1164,UA,10,1-Dec-17
44,9/20/2017,100043,1164,UA,10,1-Dec-17
44,11/9/2017,100043,1164,UA,10,1-Dec-17
44,11/14/2017,100043,1164,UA,10,1-Dec-17
44,10/6/2017,100043,1164,UA,10,1-Dec-17
44,11/3/2017,100043,1164,UA,10,1-Dec-17
44,10/23/2017,100043,1164,UA,10,1-Dec-17
44,9/27/2017,100043,1164,UA,10,1-Dec-17
44,10/3/2017,100043,1164,EA,10,1-Dec-17
44,10/20/2017,100043,1164,UA,10,1-Dec-17
47,10/25/2017,100044,1124,EA,5,1-Dec-17
47,10/12/2017,100045,1183,EA,7,1-Dec-17
47,9/29/2017,100045,1183,EA,7,1-Dec-17
47,9/20/2017,100045,1183,EA,7,1-Dec-17
47,10/6/2017,100045,1183,EA,7,1-Dec-17
47,10/12/2017,100046,1013,UA,3,1-Dec-17
47,11/2/2017,100047,1125,UA,11,1-Dec-17
47,10/4/2017,100047,1125,UA,11,1-Dec-17
47,10/24/2017,100047,1125,UA,11,1-Dec-17
47,11/3/2017,100047,1125,UA,11,1-Dec-17
47,10/18/2017,100047,1125,UA,11,1-Dec-17
47,10/13/2017,100047,1125,UA,11,1-Dec-17
47,9/19/2017,100047,1125,UA,11,1-Dec-17
47,11/14/2017,100047,1125,UA,11,1-Dec-17
47,10/2/2017,100047,1125,UA,11,1-Dec-17
47,10/11/2017,100047,1125,UA,11,1-Dec-17
47,10/19/2017,100047,1125,UA,11,1-Dec-17
47,9/11/2017,100047,1125,UA,11,1-Dec-17
47,10/23/2017,100047,1125,UA,11,1-Dec-17
47,9/7/2017,100047,1125,UA,11,1-Dec-17
47,10/25/2017,100047,1125,UA,11,1-Dec-17
47,10/10/2017,100047,1125,UA,11,1-Dec-17
47,10/17/2017,100047,1125,UA,11,1-Dec-17
47,10/9/2017,100047,1125,UA,11,1-Dec-17
47,10/30/2017,100047,1125,UA,11,1-Dec-17
47,9/8/2017,100047,1125,UA,11,1-Dec-17
47,9/27/2017,100047,1125,UA,11,1-Dec-17
47,11/1/2017,100048,1038,OSS,9,1-Dec-17
47,11/2/2017,100048,1038,OSS,9,1-Dec-17
47,10/31/2017,100048,1038,OSS,9,1-Dec-17
47,10/2/2017,100048,1038,UA,9,1-Dec-17
47,9/6/2017,100048,1038,UA,9,1-Dec-17
47,11/1/2017,100049,1036,UA,5,1-Dec-17
47,10/26/2017,100049,1036,UA,5,1-Dec-17
47,11/2/2017,100050,1023,EA,6,1-Dec-17
43,11/13/2017,100051,1024,UA,6,1-Dec-17
43,10/3/2017,100051,1024,UA,6,1-Dec-17
43,11/1/2017,100051,1024,UA,6,1-Dec-17
43,10/19/2017,100051,1024,UA,6,1-Dec-17
43,9/27/2017,100051,1024,UA,6,1-Dec-17
43,10/24/2017,100051,1024,UA,6,1-Dec-17
43,10/30/2017,100051,1024,UA,6,1-Dec-17
43,11/3/2017,100051,1024,UA,6,1-Dec-17
43,10/12/2017,100051,1024,UA,6,1-Dec-17
43,9/26/2017,100051,1024,UA,6,1-Dec-17
43,10/16/2017,100051,1024,UA,6,1-Dec-17
43,11/8/2017,100051,1024,UA,6,1-Dec-17
43,10/6/2017,100051,1024,UA,6,1-Dec-17
43,10/10/2017,100051,1024,UA,6,1-Dec-17
43,9/18/2017,100051,1024,UA,6,1-Dec-17
43,9/19/2017,100051,1024,UA,6,1-Dec-17
43,10/11/2017,100051,1024,UA,6,1-Dec-17
43,10/9/2017,100051,1024,UA,6,1-Dec-17
47,10/31/2017,100052,1157,UA,8,1-Dec-17
47,10/19/2017,100052,1157,UA,8,1-Dec-17
47,10/20/2017,100052,1157,UA,8,1-Dec-17
47,10/30/2017,100052,1157,UA,8,1-Dec-17
47,10/17/2017,100053,1049,EA,9,1-Dec-17
47,11/9/2017,100053,1049,EA,9,1-Dec-17
47,10/17/2017,100054,1090,EA,7,1-Dec-17
47,10/9/2017,100054,1090,UA,7,1-Dec-17
47,10/20/2017,100054,1090,UA,7,1-Dec-17
47,10/26/2017,100054,1090,EA,7,1-Dec-17
47,9/8/2017,100055,1019,UA,5,1-Dec-17
47,10/18/2017,100055,1019,UA,5,1-Dec-17
47,9/20/2017,100055,1019,UA,5,1-Dec-17
47,10/9/2017,100055,1019,UA,5,1-Dec-17
47,11/3/2017,100055,1019,UA,5,1-Dec-17
47,9/26/2017,100056,1141,UA,5,1-Dec-17
47,10/30/2017,100056,1141,EA,5,1-Dec-17
47,11/2/2017,100057,1038,EA,9,1-Dec-17
47,10/9/2017,100058,1141,UA,10,1-Dec-17
47,10/31/2017,100058,1141,UA,10,1-Dec-17
47,11/14/2017,100058,1141,UA,10,1-Dec-17
47,11/1/2017,100059,1065,UA,5,1-Dec-17
47,9/19/2017,100060,1050,UA,12,1-Dec-17
47,10/24/2017,100061,1187,UA,12,1-Dec-17
47,10/9/2017,100061,1187,UA,12,1-Dec-17
47,10/2/2017,100061,1187,UA,12,1-Dec-17
47,10/13/2017,100061,1187,UA,12,1-Dec-17
47,10/5/2017,100062,1157,EA,6,1-Dec-17
47,10/24/2017,100062,1157,UA,6,1-Dec-17
47,11/13/2017,100062,1157,UA,6,1-Dec-17
47,10/9/2017,100062,1157,EA,6,1-Dec-17
47,10/20/2017,100063,1131,UA,5,1-Dec-17
47,9/8/2017,100063,1131,UA,5,1-Dec-17
47,11/14/2017,100063,1131,UA,5,1-Dec-17
47,10/12/2017,100063,1131,UA,5,1-Dec-17
47,9/12/2017,100063,1131,UA,5,1-Dec-17
47,9/6/2017,100063,1131,UA,5,1-Dec-17
47,9/20/2017,100063,1131,UA,5,1-Dec-17
47,9/18/2017,100063,1131,UA,5,1-Dec-17
47,10/16/2017,100063,1131,UA,5,1-Dec-17
47,10/23/2017,100063,1131,EA,5,1-Dec-17
47,9/29/2017,100063,1131,UA,5,1-Dec-17
47,10/24/2017,100063,1131,EA,5,1-Dec-17
47,10/11/2017,100064,1061,UA,11,1-Dec-17
47,10/16/2017,100064,1061,UA,11,1-Dec-17
47,9/20/2017,100065,1024,UA,2,1-Dec-17
47,9/12/2017,100065,1024,UA,2,1-Dec-17
47,9/20/2017,100066,1089,EA,8,1-Dec-17
47,10/12/2017,100066,1089,UA,8,1-Dec-17
47,9/18/2017,100066,1089,EA,8,1-Dec-17
47,10/11/2017,100066,1089,UA,8,1-Dec-17
47,10/10/2017,100066,1089,EA,8,1-Dec-17
47,9/14/2017,100067,1091,UA,3,1-Dec-17
47,9/11/2017,100067,1091,UA,3,1-Dec-17
47,9/26/2017,100067,1091,UA,3,1-Dec-17
47,10/30/2017,100068,1111,UA,3,1-Dec-17
47,11/6/2017,100069,1061,UA,1,1-Dec-17
47,10/30/2017,100069,1061,UA,1,1-Dec-17
47,9/12/2017,100069,1061,UA,1,1-Dec-17
47,10/23/2017,100069,1061,EA,1,1-Dec-17
47,9/13/2017,100069,1061,EA,1,1-Dec-17
47,10/12/2017,100069,1061,EA,1,1-Dec-17
47,9/26/2017,100069,1061,EA,1,1-Dec-17
47,10/24/2017,100069,1061,UA,1,1-Dec-17
47,11/13/2017,100070,1061,UA,8,1-Dec-17
47,11/3/2017,100070,1061,UA,8,1-Dec-17
47,10/9/2017,100070,1061,EA,8,1-Dec-17
47,9/18/2017,100071,1108,UA,7,1-Dec-17
47,11/14/2017,100071,1108,UA,7,1-Dec-17
47,9/11/2017,100071,1108,UA,7,1-Dec-17
47,10/11/2017,100071,1108,UA,7,1-Dec-17
47,10/10/2017,100071,1108,UA,7,1-Dec-17
47,9/29/2017,100071,1108,UA,7,1-Dec-17
47,9/12/2017,100071,1108,UA,7,1-Dec-17
47,10/23/2017,100071,1108,UA,7,1-Dec-17
47,10/2/2017,100071,1108,UA,7,1-Dec-17
47,10/31/2017,100071,1108,UA,7,1-Dec-17
47,10/18/2017,100071,1108,UA,7,1-Dec-17
47,10/26/2017,100071,1108,UA,7,1-Dec-17
47,10/24/2017,100071,1108,UA,7,1-Dec-17
47,9/15/2017,100071,1108,UA,7,1-Dec-17
47,10/20/2017,100071,1108,UA,7,1-Dec-17
47,11/1/2017,100071,1108,UA,7,1-Dec-17
47,10/25/2017,100071,1108,UA,7,1-Dec-17
47,10/3/2017,100071,1108,UA,7,1-Dec-17
47,10/12/2017,100071,1108,UA,7,1-Dec-17
47,9/20/2017,100071,1108,UA,7,1-Dec-17
47,10/4/2017,100071,1108,UA,7,1-Dec-17
47,10/5/2017,100071,1108,UA,7,1-Dec-17
47,11/8/2017,100071,1108,UA,7,1-Dec-17
47,9/26/2017,100071,1108,UA,7,1-Dec-17
47,9/25/2017,100071,1108,UA,7,1-Dec-17
47,11/3/2017,100071,1108,UA,7,1-Dec-17
47,9/28/2017,100071,1108,UA,7,1-Dec-17
47,9/14/2017,100071,1108,UA,7,1-Dec-17
47,10/9/2017,100071,1108,UA,7,1-Dec-17
47,10/20/2017,100072,1019,UA,7,1-Dec-17
47,10/27/2017,100072,1019,UA,7,1-Dec-17
47,10/23/2017,100073,1105,EA,7,1-Dec-17
47,10/16/2017,100073,1105,EA,7,1-Dec-17
47,9/20/2017,100073,1105,EA,7,1-Dec-17
47,10/9/2017,100073,1105,EA,7,1-Dec-17
47,9/19/2017,100073,1105,EA,7,1-Dec-17
47,10/18/2017,100073,1105,EA,7,1-Dec-17
47,9/6/2017,100073,1105,EA,7,1-Dec-17
47,9/15/2017,100073,1105,EA,7,1-Dec-17
47,10/5/2017,100073,1105,UA,7,1-Dec-17
47,9/27/2017,100073,1105,EA,7,1-Dec-17
47,10/30/2017,100073,1105,UA,7,1-Dec-17
47,10/6/2017,100073,1105,UA,7,1-Dec-17
47,10/11/2017,100073,1105,EA,7,1-Dec-17
47,10/24/2017,100073,1105,EA,7,1-Dec-17
47,10/27/2017,100073,1105,UA,7,1-Dec-17
47,10/17/2017,100073,1105,EA,7,1-Dec-17
47,10/3/2017,100073,1105,EA,7,1-Dec-17
47,11/14/2017,100073,1105,UA,7,1-Dec-17
47,10/25/2017,100073,1105,EA,7,1-Dec-17
47,11/3/2017,100074,1166,UA,6,1-Dec-17
47,10/19/2017,100075,1049,EA,12,1-Dec-17
47,11/9/2017,100076,1112,UA,6,1-Dec-17
47,10/9/2017,100076,1112,UA,6,1-Dec-17
47,9/8/2017,100077,1061,EA,11,1-Dec-17
34,9/29/2017,100078,1105,UA,12,1-Dec-17
34,11/9/2017,100078,1105,UA,12,1-Dec-17
34,10/6/2017,100078,1105,UA,12,1-Dec-17
34,10/30/2017,100078,1105,UA,12,1-Dec-17
34,10/25/2017,100078,1105,EA,12,1-Dec-17
34,11/1/2017,100078,1105,UA,12,1-Dec-17
34,11/8/2017,100078,1105,UA,12,1-Dec-17
34,10/11/2017,100078,1105,UA,12,1-Dec-17
34,11/2/2017,100078,1105,UA,12,1-Dec-17
34,10/24/2017,100078,1105,EA,12,1-Dec-17
34,11/3/2017,100078,1105,UA,12,1-Dec-17
34,10/27/2017,100078,1105,UA,12,1-Dec-17
34,10/23/2017,100078,1105,EA,12,1-Dec-17
34,10/19/2017,100078,1105,UA,12,1-Dec-17
34,10/26/2017,100078,1105,UA,12,1-Dec-17
34,10/13/2017,100078,1105,EA,12,1-Dec-17
34,10/31/2017,100078,1105,UA,12,1-Dec-17
34,11/6/2017,100078,1105,UA,12,1-Dec-17
34,10/20/2017,100078,1105,UA,12,1-Dec-17
34,10/3/2017,100078,1105,UA,12,1-Dec-17
47,10/19/2017,100079,1084,EA,6,1-Dec-17
47,9/18/2017,100080,1084,UA,3,1-Dec-17
47,10/25/2017,100080,1084,EA,3,1-Dec-17
47,11/1/2017,100080,1084,EA,3,1-Dec-17
47,10/26/2017,100080,1084,UA,3,1-Dec-17
47,10/18/2017,100081,1072,EA,8,1-Dec-17
47,9/6/2017,100082,1024,EA,12,1-Dec-17
47,10/11/2017,100082,1024,UA,12,1-Dec-17
47,10/9/2017,100082,1024,UA,12,1-Dec-17
47,11/8/2017,100082,1024,EA,12,1-Dec-17
44,10/27/2017,100083,1091,UA,11,1-Dec-17
47,10/13/2017,100084,1128,EA,7,1-Dec-17
47,10/19/2017,100084,1128,UA,7,1-Dec-17
47,10/12/2017,100084,1128,EA,7,1-Dec-17
47,10/9/2017,100084,1128,UA,7,1-Dec-17
47,10/17/2017,100085,1018,EA,1,1-Dec-17
47,10/18/2017,100085,1018,EA,1,1-Dec-17
47,10/5/2017,100085,1018,EA,1,1-Dec-17
47,10/16/2017,100085,1018,EA,1,1-Dec-17
47,10/6/2017,100086,1144,UA,11,1-Dec-17
47,10/31/2017,100086,1144,UA,11,1-Dec-17
47,10/27/2017,100086,1144,UA,11,1-Dec-17
47,9/28/2017,100087,1032,UA,11,1-Dec-17
47,10/25/2017,100087,1032,UA,11,1-Dec-17
47,10/27/2017,100088,1019,UA,10,1-Dec-17
47,11/8/2017,100088,1019,EA,10,1-Dec-17
47,10/24/2017,100088,1019,UA,10,1-Dec-17
47,9/18/2017,100088,1019,UA,10,1-Dec-17
47,9/12/2017,100088,1019,UA,10,1-Dec-17
47,11/6/2017,100088,1019,EA,10,1-Dec-17
47,11/1/2017,100089,1164,UA,2,1-Dec-17
47,10/9/2017,100089,1164,UA,2,1-Dec-17
47,10/26/2017,100089,1164,UA,2,1-Dec-17
47,9/8/2017,100090,1085,EA,3,1-Dec-17
47,11/9/2017,100090,1085,UA,3,1-Dec-17
47,9/29/2017,100091,1023,EA,10,1-Dec-17
47,10/12/2017,100091,1023,EA,10,1-Dec-17
47,11/6/2017,100091,1023,UA,10,1-Dec-17
47,10/10/2017,100091,1023,UA,10,1-Dec-17
47,10/6/2017,100091,1023,UA,10,1-Dec-17
47,11/14/2017,100091,1023,UA,10,1-Dec-17
47,10/13/2017,100091,1023,EA,10,1-Dec-17
47,10/25/2017,100092,1111,EA,1,1-Dec-17
47,11/6/2017,100093,1098,UA,12,1-Dec-17
47,10/13/2017,100094,1036,UA,3,1-Dec-17
47,10/10/2017,100094,1036,UA,3,1-Dec-17
47,10/18/2017,100095,1095,EA,5,1-Dec-17
47,10/20/2017,100096,1061,EA,7,1-Dec-17
47,9/25/2017,100096,1061,EA,7,1-Dec-17
47,10/12/2017,100097,1023,EA,6,1-Dec-17
47,10/24/2017,100098,1025,EA,2,1-Dec-17
47,9/25/2017,100099,1032,EA,1,1-Dec-17
47,10/13/2017,100100,1183,EA,8,1-Dec-17
47,9/6/2017,100101,1185,UA,8,1-Dec-17
47,11/14/2017,100102,1061,UA,12,1-Dec-17
47,10/23/2017,100102,1061,EA,12,1-Dec-17
47,10/20/2017,100102,1061,EA,12,1-Dec-17
47,10/24/2017,100103,1124,EA,12,1-Dec-17
47,10/31/2017,100104,1193,UA,10,1-Dec-17
47,10/16/2017,100104,1193,EA,10,1-Dec-17
47,10/30/2017,100104,1193,UA,10,1-Dec-17
47,11/2/2017,100104,1193,UA,10,1-Dec-17
47,11/1/2017,100104,1193,UA,10,1-Dec-17
47,10/26/2017,100104,1193,UA,10,1-Dec-17
47,11/6/2017,100104,1193,UA,10,1-Dec-17
47,10/18/2017,100104,1193,EA,10,1-Dec-17
47,10/12/2017,100104,1193,EA,10,1-Dec-17
47,10/9/2017,100104,1193,UA,10,1-Dec-17
47,10/3/2017,100104,1193,UA,10,1-Dec-17
47,10/27/2017,100104,1193,UA,10,1-Dec-17
47,10/17/2017,100104,1193,EA,10,1-Dec-17
47,10/24/2017,100104,1193,UA,10,1-Dec-17
47,9/13/2017,100104,1193,UA,10,1-Dec-17
47,10/13/2017,100104,1193,EA,10,1-Dec-17
47,9/14/2017,100105,1187,EA,6,1-Dec-17
47,11/8/2017,100105,1187,UA,6,1-Dec-17
47,9/13/2017,100105,1187,EA,6,1-Dec-17
47,9/12/2017,100105,1187,EA,6,1-Dec-17
47,10/24/2017,100106,1162,UA,5,1-Dec-17
47,11/9/2017,100106,1162,UA,5,1-Dec-17
47,11/2/2017,100106,1162,UA,5,1-Dec-17
47,10/31/2017,100106,1162,UA,5,1-Dec-17
47,9/28/2017,100106,1162,UA,5,1-Dec-17
47,10/27/2017,100106,1162,UA,5,1-Dec-17
47,10/9/2017,100106,1162,UA,5,1-Dec-17
47,9/19/2017,100106,1162,UA,5,1-Dec-17
47,9/27/2017,100106,1162,UA,5,1-Dec-17
47,9/20/2017,100106,1162,UA,5,1-Dec-17
47,10/5/2017,100106,1162,UA,5,1-Dec-17
47,10/20/2017,100106,1162,UA,5,1-Dec-17
47,11/1/2017,100106,1162,UA,5,1-Dec-17
47,10/13/2017,100106,1162,UA,5,1-Dec-17
47,9/15/2017,100106,1162,UA,5,1-Dec-17
,11/3/2017,100107,1061,EA,7,1-Dec-17
,11/13/2017,100107,1061,UA,7,1-Dec-17
,10/30/2017,100107,1061,EA,7,1-Dec-17
,11/8/2017,100107,1061,UA,7,1-Dec-17
,11/1/2017,100107,1061,EA,7,1-Dec-17
,10/31/2017,100107,1061,EA,7,1-Dec-17
,11/2/2017,100107,1061,EA,7,1-Dec-17
47,11/1/2017,100108,1085,EA,7,1-Dec-17
47,10/24/2017,100109,1125,UA,2,1-Dec-17
47,9/14/2017,100109,1125,UA,2,1-Dec-17
